analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,detr,3dssd,scene-0398,234,17.428826,3dssd,55.588046,46.1792705,24.553554,off,0.6625330672991034,24.553554,30.59529373,25.213658900000002,35.47152225,46.1792705,26.546910399999998,52.90034825,54.86524355,55.14884773,3dssd+detr,30.59529373,234,detr,30.59529373
single-run exploratory descriptive,detr,3dssd,scene-0434,238,10.664020750000006,3dssd,56.181817,45.232656000000006,23.560654,off,0.6698211699087491,23.560654,30.297790560000003,24.41078157,40.89587425,45.232656000000006,26.7956083,51.559895000000004,53.430659899999995,53.85844456,3dssd+detr,30.297790560000003,238,detr,30.297790560000003
single-run exploratory descriptive,detr,3dssd,scene-0738,237,17.461651000000003,3dssd,55.297709,44.446926,24.205454,off,0.6965115067800189,24.205454,30.9577954,25.48545756,35.197227,44.446926,26.395359199999998,52.658878,54.7619368,55.1632494,3dssd+detr,30.9577954,237,detr,30.9577954
single-run exploratory descriptive,detr,3dssd,scene-0770,235,18.8648945,3dssd,55.368738,46.138227,24.465965,off,0.6687037492793124,24.465965,30.852805380000003,25.06481768,33.943595,46.138227,26.3223458,52.8084895,54.824447400000004,55.318770380000004,3dssd+detr,30.852805380000003,235,detr,30.852805380000003
single-run exploratory descriptive,dino,dino,scene-0184,244,20.529275249999998,3dssd,91.859232,77.9318965,54.651853,off,0.46466149620778197,54.651853,36.21195163,55.81914208,64.96065575,77.9318965,57.45150995,85.489931,89.82438175,90.86380463,3dssd+dino,36.21195163,244,3dssd,36.21195163
single-run exploratory descriptive,dino,dino,scene-0245,239,17.26010599999998,3dssd,92.311107,77.719993,53.269949,off,0.4808214653338942,53.269949,37.36944092,54.36319444,68.17433600000001,77.719993,57.4289283,85.43444199999999,89.7846303,90.63938992,3dssd+dino,37.36944092,239,3dssd,37.36944092
single-run exploratory descriptive,dino,dino,scene-0252-fixed,500,21.506315,3dssd,88.915133,76.0878745,51.304823,off,0.4899972311619772,51.304823,37.28284783000001,52.8415241,61.66210275,76.0878745,54.535788350000004,83.16841775,87.02628155,88.58767083000001,3dssd+dino,37.28284783000001,500,3dssd,37.28284783000001
single-run exploratory descriptive,dino,dino,scene-0398,245,22.450398,3dssd,92.793662,78.165454,53.18595,off,0.48193694365288275,53.18595,37.67082,54.57312796,62.84172,78.165454,55.8647992,85.292118,89.558656,90.85677,3dssd+dino,37.67082,245,3dssd,37.67082
single-run exploratory descriptive,dino,dino,scene-0434,257,21.530496,3dssd,88.170513,75.307828,52.034733,off,0.47722505076099137,52.034733,35.93878204000001,52.85747308,61.462807,75.307828,55.059531,82.993303,87.098956,87.97351504000001,3dssd+dino,35.93878204000001,257,3dssd,35.93878204000001
single-run exploratory descriptive,dino,dino,scene-0738,245,19.464602000000014,3dssd,91.077586,77.731478,42.060879,off,0.6283292799347004,42.060879,48.84096360000001,54.991952680000004,65.834927,77.731478,56.5729918,85.299529,89.8138358,90.90184260000001,3dssd+dino,48.84096360000001,245,3dssd,48.84096360000001
single-run exploratory descriptive,dino,dino,scene-0770,244,22.570284750000006,3dssd,90.432307,77.674877,54.327641,off,0.46183391201250307,54.327641,35.87289231,55.218336619999995,62.90946725,77.674877,56.926586099999994,85.479752,89.42749964999999,90.20053331,3dssd+dino,35.87289231,244,3dssd,35.87289231
single-run exploratory descriptive,dino,3dssd,scene-0184,140,15.181579250000013,3dssd,149.559493,134.19964249999998,109.136174,off,0.2672326618157719,109.136174,35.862527679999985,109.96224399,124.2512555,134.19964249999998,115.19188625,139.43283475,143.1706949,144.99870167999998,3dssd+dino,35.862527679999985,140,dino,35.862527679999985
single-run exploratory descriptive,dino,3dssd,scene-0245,140,15.417110500000007,3dssd,143.861078,133.781863,68.822694,off,0.5592447926966005,68.822694,74.81681024000001,89.81533174,123.99923575,133.781863,113.3516793,139.41634625,142.2827422,143.63950424,3dssd+dino,74.81681024000001,140,dino,74.81681024000001
single-run exploratory descriptive,dino,3dssd,scene-0252-fixed,287,15.148478000000011,3dssd,142.781764,131.797059,66.631662,off,0.55924752205586,66.631662,73.70717865999998,94.84627875999999,120.75369649999999,131.797059,111.0734863,135.9021745,139.1671073,140.33884066,3dssd+dino,73.70717865999998,287,dino,73.70717865999998
