analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,dino,dino,scene-0245,313,23.47273,pointpillars,76.800521,61.409358,27.183088,on,0.7660420778214292,27.183088,47.042152200000004,29.334759119999998,45.996335,61.409358,37.337885,69.469065,72.6317736,74.2252402,pointpillars+dino,47.042152200000004,313,pointpillars,47.042152200000004
single-run exploratory descriptive,dino,dino,scene-0252-fixed,582,24.663836249999996,pointpillars,81.389567,67.31846949999999,30.406366,on,0.7277806926374046,30.406366,48.993082359999995,31.04165178,49.13003525,67.31846949999999,35.48273645,73.7938715,76.85536979999999,79.39944836,pointpillars+dino,48.993082359999995,582,pointpillars,48.993082359999995
single-run exploratory descriptive,dino,dino,scene-0398,309,24.399715000000008,pointpillars,80.293197,63.563926,27.157689,on,0.7964136601631561,27.157689,50.623178960000004,28.09327788,47.307078,63.563926,31.5249948,71.706793,75.69217099999999,77.78086796000001,pointpillars+dino,50.623178960000004,309,pointpillars,50.623178960000004
single-run exploratory descriptive,dino,dino,scene-0434,305,22.418556999999993,pointpillars,81.888223,65.016652,29.283856,on,0.7321324315499972,29.283856,47.60079951999998,30.7333302,49.483884,65.016652,39.927584200000005,71.902441,75.00355,76.88465551999998,pointpillars+dino,47.60079951999998,305,pointpillars,47.60079951999998
single-run exploratory descriptive,dino,dino,scene-0738,296,23.531808750000003,pointpillars,81.913573,66.4131935,29.345991,on,0.7587049220875068,29.345991,50.38801680000002,30.72095565,50.176947500000004,66.4131935,36.877266500000005,73.70875625000001,78.3899615,79.73400780000001,pointpillars+dino,50.38801680000002,296,pointpillars,50.38801680000002
single-run exploratory descriptive,dino,dino,scene-0770,306,22.645548249999997,pointpillars,76.945249,64.181707,28.474548,on,0.7280434033953008,28.474548,46.72706840000001,29.5601138,47.67330725,64.181707,36.61164275,70.3188555,73.77196599999999,75.2016164,pointpillars+dino,46.72706840000001,306,pointpillars,46.72706840000001
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0184,235,5.123957499999996,pointpillars,51.854135,45.658744,37.380138,on,0.2963690924130545,37.380138,13.531840519999996,37.99948228,42.621001,45.658744,40.2075403,47.744958499999996,50.2306058,50.91197852,pointpillars+faster-rcnn,13.531840519999996,235,faster-rcnn,13.531840519999996
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0245,231,5.940486,pointpillars,50.501581,41.927746,35.881138,on,0.3118206402032677,35.881138,13.073936599999996,36.5709047,39.7468335,41.927746,37.536418,45.6873195,47.750307,48.955074599999996,pointpillars+faster-rcnn,13.073936599999996,231,faster-rcnn,13.073936599999996
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0252-fixed,457,7.0104220000000055,pointpillars,50.46255,45.96873,36.534581,on,0.28003954079218635,36.534581,12.87306204,36.99572152,40.248763,45.96873,38.0568886,47.259185,48.5357422,49.40764304,pointpillars+faster-rcnn,12.87306204,457,faster-rcnn,12.87306204
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0398,234,5.827184250000002,pointpillars,49.832632,43.8345335,36.083603,on,0.29328288756626114,36.083603,12.855918560000006,36.93316884,40.167441,43.8345335,38.23111625,45.99462525,48.175912350000004,48.93952156,pointpillars+faster-rcnn,12.855918560000006,234,faster-rcnn,12.855918560000006
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0434,238,6.587720250000004,pointpillars,50.113682,45.989847,37.053835,on,0.27326266447461767,37.053835,12.56730813,38.74203127,41.06742475,45.989847,39.6059856,47.655145000000005,49.062604549999996,49.62114313,pointpillars+faster-rcnn,12.56730813,238,faster-rcnn,12.56730813
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0738,237,3.123713000000002,pointpillars,52.559168,48.915172,36.119328,on,0.32407221383173296,36.119328,15.852048079999996,36.603075239999995,46.90651,48.915172,41.0292244,50.030223,51.212714000000005,51.97137608,pointpillars+faster-rcnn,15.852048079999996,237,faster-rcnn,15.852048079999996
single-run exploratory descriptive,faster-rcnn,pointpillars,scene-0770,235,4.332705500000003,pointpillars,50.150594,46.246669,36.947555,on,0.282972141842259,36.947555,13.086518980000001,39.4080222,43.344741,46.246669,40.5962815,47.6774465,48.7350038,50.03407398,pointpillars+faster-rcnn,13.086518980000001,235,faster-rcnn,13.086518980000001
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0184,387,23.290808,pointpillars,59.247632,51.636703,29.123675,on,0.5655743880471996,29.123675,29.204396699999997,29.52547856,31.998510500000002,51.636703,30.1425164,55.2893185,57.2717028,58.328071699999995,pointpillars+faster-rcnn,29.204396699999997,387,pointpillars,29.204396699999997
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0245,363,22.625731000000002,pointpillars,58.648208,47.37566,24.563892,on,0.6780272051091212,24.563892,32.12198633999999,25.82594216,28.8013025,47.37566,26.501475499999998,51.4270335,54.4335546,56.685878339999995,pointpillars+faster-rcnn,32.12198633999999,363,pointpillars,32.12198633999999
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0252-fixed,759,23.779574000000004,pointpillars,66.144074,51.908842,29.552851,on,0.5401345878607733,29.552851,28.037760979999998,30.14750502,31.188691499999997,51.908842,30.4843013,54.9682655,56.1965569,57.59061198,pointpillars+faster-rcnn,28.037760979999998,759,pointpillars,28.037760979999998
