Input,Model,Layer,Start Timestamp,End Timestamp,Elapsed Time,GPU Turnaround Time,GPU Computation Time,GPU Wait Time,Internal Memcpy Size,External Memcpy Size
100eb3654fea4244bda8f292c26b26ed,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_voxel_encoder._call_impl,20096962938,20103887113,6.924175,6.881825999999999,6.600833,0.2809929999999996,0,0
100eb3654fea4244bda8f292c26b26ed,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_middle_encoder._call_impl,20103930941,20104355911,0.4249699999999999,0.3788519999999999,0.2177299999999999,0.161122,40960000,20
100eb3654fea4244bda8f292c26b26ed,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_backbone._call_impl,20104369487,20106512961,2.143474,2.061812,2.004819,0.0569929999999998,0,0
100eb3654fea4244bda8f292c26b26ed,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_neck._call_impl,20106530290,20107403448,0.873158,0.800263,0.791814,0.0084489999999999,0,0
100eb3654fea4244bda8f292c26b26ed,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_bbox_head.predict,20107425008,20118425518,11.00051,10.879431,3.939905,6.939526000000001,169200,83750
e39accd12a4b4eb48cb8b7f3e9cc4e65,faster-rcnn_r50_fpn_1x_coco,image_encode,20116909626,20137605042,20.695416,0.0,0.0,0.0,0,0
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_decode,20118955986,20119180429,0.224443,0.0,0.0,0.0,0,0
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,e2e,20119196159,20180889443,61.693284,53.641245,19.477431,34.163814,48020048,604814
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,data_preprocessor._call_impl,20126908380,20133546433,6.638052999999999,6.338203999999999,5.902359,0.4358449999999996,6893568,517284
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_voxel_encoder._call_impl,20133588756,20140620903,7.032146999999999,6.990755,6.726239,0.2645160000000004,0,0
362ac957797f40068d937942944f8f17,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_encode,20137960813,20176722146,38.761333,0.0,0.0,0.0,0,0
e39accd12a4b4eb48cb8b7f3e9cc4e65,faster-rcnn_r50_fpn_1x_coco,image_decode,20138214319,20145470730,7.256411,0.0,0.0,0.0,0,0
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_middle_encoder._call_impl,20140668792,20141092954,0.424162,0.378884,0.21533,0.163554,40960000,20
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_backbone._call_impl,20141106167,20143248485,2.142318,2.061876,2.006004,0.0558719999999999,0,0
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_neck._call_impl,20143267688,20144139640,0.871952,0.799175,0.7907909999999999,0.008384,0,0
b731accf85ff427ab3a7aea34de7ffe8,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_bbox_head.predict,20144159907,20180824125,36.664218,36.605499,3.835428,32.770071,166480,87510
e39accd12a4b4eb48cb8b7f3e9cc4e65,faster-rcnn_r50_fpn_1x_coco,e2e,20145511871,20192822880,47.311009,40.094204,29.946332,10.147872,13569968,2999623
e39accd12a4b4eb48cb8b7f3e9cc4e65,faster-rcnn_r50_fpn_1x_coco,data_preprocessor._call_impl,20152386783,20157910345,5.523562,5.224625,0.361251,4.863373999999999,12386304,2999274
e39accd12a4b4eb48cb8b7f3e9cc4e65,faster-rcnn_r50_fpn_1x_coco,backbone._call_impl,20157959724,20175169016,17.209291999999998,17.037922,16.549080999999997,0.4888410000000007,0,0
e39accd12a4b4eb48cb8b7f3e9cc4e65,faster-rcnn_r50_fpn_1x_coco,neck._call_impl,20175198183,20180730035,5.531852,5.396148,5.377396,0.0187520000000001,0,0
0aff4865a50c452894524338468a24cb,faster-rcnn_r50_fpn_1x_coco,image_encode,20177092325,20197440962,20.348637,0.0,0.0,0.0,0,0
